VARIABLES = "X", "Y", "U", "V", "P"
ZONE I=   150, J=    40, K=1, F= POINT
 1.0000000E-01  1.0000000E-01  9.9998366E+01  1.6341065E-03 -2.0296671E+04
 3.0000000E-01  1.0000000E-01  9.9996053E+01  6.7832347E-04 -2.0301762E+04
 5.0000000E-01  1.0000000E-01  9.9995083E+01  2.9183635E-04 -2.0304968E+04
 7.0000000E-01  1.0000000E-01  9.9994683E+01  1.0855380E-04 -2.0307337E+04
 9.0000000E-01  1.0000000E-01  9.9994586E+01 -1.1743806E-05 -2.0309291E+04
 1.1000000E+00  1.0000000E-01  9.9994715E+01 -1.1686659E-04 -2.0311026E+04
 1.3000000E+00  1.0000000E-01  9.9995058E+01 -2.2606333E-04 -2.0312648E+04
 1.5000000E+00  1.0000000E-01  9.9995633E+01 -3.4914269E-04 -2.0314219E+04
 1.7000000E+00  1.0000000E-01  9.9996475E+01 -4.9269828E-04 -2.0315780E+04
 1.9000000E+00  1.0000000E-01  9.9997630E+01 -6.6238752E-04 -2.0317360E+04
 2.1000000E+00  1.0000000E-01  9.9999156E+01 -8.6389421E-04 -2.0318980E+04
 2.3000000E+00  1.0000000E-01  1.0000112E+02 -1.1034161E-03 -2.0320659E+04
 2.5000000E+00  1.0000000E-01  1.0000361E+02 -1.3879721E-03 -2.0322410E+04
 2.7000000E+00  1.0000000E-01  1.0000673E+02 -1.7256423E-03 -2.0324248E+04
 2.9000000E+00  1.0000000E-01  1.0001058E+02 -2.1257888E-03 -2.0326185E+04
 3.1000000E+00  1.0000000E-01  1.0001530E+02 -2.5992789E-03 -2.0328231E+04
 3.3000000E+00  1.0000000E-01  1.0002106E+02 -3.1587211E-03 -2.0330399E+04
 3.5000000E+00  1.0000000E-01  1.0002804E+02 -3.8187178E-03 -2.0332699E+04
 3.7000000E+00  1.0000000E-01  1.0003646E+02 -4.5961366E-03 -2.0335144E+04
 3.9000000E+00  1.0000000E-01  1.0004656E+02 -5.5103975E-03 -2.0337743E+04
 4.1000000E+00  1.0000000E-01  1.0005866E+02 -6.5837674E-03 -2.0340509E+04
 4.3000000E+00  1.0000000E-01  1.0007308E+02 -7.8416541E-03 -2.0343453E+04
 4.5000000E+00  1.0000000E-01  1.0009024E+02 -9.3128781E-03 -2.0346587E+04
